Domain,Feed,Title,Category,Status,Score,OG-Images,Content Type,Creative Instance ID,Destination Domains,Channels,Rank,Original_Feed
https://www.brave.com,https://brave.com/blog/index.xml,Brave Blog,Brave,Enabled,,,article,,brave.com,Brave,,
https://www.theguardian.com,https://www.theguardian.com/australia-news/rss,The Guardian Australia,Top News,Enabled,,,article,,theguardian.com,Top Sources; Top News,1,
https://www.bbc.com,https://feeds.bbci.co.uk/news/rss.xml?edition=int,BBC World News,Top News,Enabled,,,article,,bbc.com,Top Sources; World News,2,
https://www.dailymail.co.uk,https://www.dailymail.co.uk/auhome/index.rss,Daily Mail Australia,Top News,Enabled,,,article,,dailymail.co.uk,Top Sources; Top News,3,
https://www.healthline.com,https://www.healthline.com/rss/health-news,Healthline,Health,Enabled,,,article,,healthline.com,Top Sources; Health,4,
https://www.nytimes.com,https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml,The New York Times,Top News,Enabled,,,article,,nytimes.com,Top Sources; World News,5,
https://www.webmd.com,https://rssfeeds.webmd.com/rss/rss.aspx?RSSSource=RSS_PUBLIC,WebMD,Health,Enabled,,,article,,webmd.com,Top Sources; Health,6,
https://www.ign.com,https://www.ign.com/rss/articles/feed?tags=news,IGN Reviews,Gaming,Enabled,,,article,,ign.com,Top Sources; Gaming,7,
https://www.forbes.com,https://www.forbes.com/real-time/feed/,Forbes,Business,Enabled,,,article,,forbes.com,Top Sources; Business,8,
https://www.gamespot.com,https://www.gamespot.com/feeds/news,GameSpot,Gaming,Enabled,,,article,,gamespot.com,Top Sources; Gaming,9,
